Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp
0,5599.68,2000.00,30.00,2,45,0.95,LOS,82.12,0.17,-62.07,-34.29,11.22,115.82,0,30,-75.38,60,-81.33,31,-81.38,38,-81.53,47,-83.53,15,-84.41
1,5599.36,2000.00,30.00,2,45,0.95,LOS,82.14,0.17,-62.09,-34.31,11.20,115.82,0,30,-75.38,60,-81.33,31,-81.38,38,-81.53,47,-83.53,15,-84.41
2,5599.03,2000.00,30.00,2,45,0.95,LOS,82.16,0.17,-62.11,-34.33,11.18,115.82,0,30,-75.37,60,-81.33,31,-81.38,38,-81.53,47,-83.53,15,-84.40
3,5598.71,2000.00,30.00,2,45,0.95,LOS,82.18,0.17,-62.13,-34.35,11.16,115.82,0,30,-75.37,60,-81.33,31,-81.38,38,-81.52,47,-83.53,15,-84.40
4,5598.39,2000.00,30.00,2,45,0.95,LOS,82.20,0.17,-62.15,-34.37,11.13,115.82,0,30,-75.37,60,-81.33,31,-81.38,38,-81.52,47,-83.53,15,-84.40
5,5598.07,2000.00,30.00,2,45,0.95,LOS,82.22,0.17,-62.17,-34.39,11.11,115.82,0,30,-75.37,60,-81.34,31,-81.38,38,-81.51,47,-83.53,15,-84.40
6,5597.75,2000.00,30.00,2,45,0.95,LOS,82.24,0.17,-62.19,-34.41,11.09,115.82,0,30,-75.36,60,-81.34,31,-81.37,38,-81.51,47,-83.53,15,-84.40
7,5597.43,2000.00,30.00,2,45,0.95,LOS,82.26,0.17,-62.21,-34.42,11.07,115.82,0,30,-75.36,60,-81.34,31,-81.37,38,-81.51,47,-83.53,15,-84.40
8,5597.10,2000.00,30.00,2,45,0.95,LOS,82.28,0.17,-62.23,-34.44,11.05,115.82,0,30,-75.36,60,-81.34,31,-81.37,38,-81.50,47,-83.53,15,-84.40
9,5596.78,2000.00,30.00,2,45,0.95,LOS,82.29,0.17,-62.24,-34.46,11.03,115.82,0,30,-75.36,60,-81.34,31,-81.37,38,-81.50,47,-83.53,15,-84.40
10,5596.46,2000.00,30.00,2,45,0.95,LOS,82.31,0.17,-62.26,-34.48,11.01,115.82,0,30,-75.36,60,-81.34,31,-81.37,38,-81.50,47,-83.53,15,-84.40
11,5596.14,2000.00,30.00,2,45,0.95,LOS,82.33,0.17,-62.28,-34.50,10.99,115.82,0,30,-75.35,60,-81.35,31,-81.37,38,-81.49,47,-83.53,15,-84.39
12,5595.82,2000.00,30.00,2,45,0.95,LOS,82.35,0.17,-62.30,-34.52,10.97,115.82,0,30,-75.35,60,-81.35,31,-81.36,38,-81.49,47,-83.53,15,-84.39
13,5595.50,2000.00,30.00,2,45,0.95,LOS,82.37,0.17,-62.32,-34.54,10.95,115.82,0,30,-75.35,60,-81.35,31,-81.36,38,-81.49,47,-83.53,15,-84.39
14,5595.17,2000.00,30.00,2,45,0.95,LOS,82.39,0.17,-62.34,-34.56,10.93,115.82,0,30,-75.35,60,-81.35,31,-81.36,38,-81.48,47,-83.53,15,-84.39
15,5594.85,2000.00,30.00,2,45,0.95,LOS,82.41,0.17,-62.36,-34.58,10.91,115.82,0,30,-75.34,60,-81.35,31,-81.36,38,-81.48,47,-83.53,15,-84.39
16,5594.53,2000.00,30.00,2,45,0.95,LOS,82.43,0.17,-62.38,-34.60,10.89,115.82,0,30,-75.34,60,-81.36,31,-81.36,38,-81.48,47,-83.53,15,-84.39
17,5594.21,2000.00,30.00,2,45,0.95,LOS,82.45,0.17,-62.40,-34.62,10.86,115.82,0,30,-75.34,31,-81.36,60,-81.36,38,-81.47,47,-83.53,15,-84.39
18,5593.89,2000.00,30.00,2,45,0.95,LOS,82.47,0.17,-62.42,-34.63,10.84,115.82,0,30,-75.34,31,-81.35,60,-81.36,38,-81.47,47,-83.53,15,-84.39
19,5593.57,2000.00,30.00,2,45,0.95,LOS,82.49,0.17,-62.44,-34.65,10.82,115.82,0,30,-75.33,31,-81.35,60,-81.36,38,-81.47,47,-83.53,15,-84.39
20,5593.24,2000.00,30.00,2,45,0.95,LOS,82.50,0.17,-62.45,-34.67,10.80,115.82,0,30,-75.33,31,-81.35,60,-81.36,38,-81.46,47,-83.53,15,-84.38
21,5592.92,2000.00,30.00,2,45,0.95,LOS,82.52,0.17,-62.47,-34.69,10.78,115.82,0,30,-75.33,31,-81.35,60,-81.36,38,-81.46,47,-83.53,15,-84.38
22,5592.60,2000.00,30.00,2,45,0.95,LOS,82.54,0.17,-62.49,-34.71,10.76,115.82,0,30,-75.33,31,-81.35,60,-81.37,38,-81.45,47,-83.53,15,-84.38
23,5592.28,2000.00,30.00,2,45,0.95,LOS,82.56,0.17,-62.51,-34.73,10.74,115.82,0,30,-75.33,31,-81.35,60,-81.37,38,-81.45,47,-83.53,15,-84.38
24,5591.96,2000.00,30.00,2,45,0.95,LOS,82.58,0.17,-62.53,-34.75,10.72,115.82,0,30,-75.32,31,-81.34,60,-81.37,38,-81.45,47,-83.53,15,-84.38
25,5591.64,2000.00,30.00,2,45,0.95,LOS,82.60,0.17,-62.55,-34.77,10.70,115.82,0,30,-75.32,31,-81.34,60,-81.37,38,-81.44,47,-83.53,15,-84.38
26,5591.31,2000.00,30.00,2,45,0.95,LOS,82.62,0.17,-62.57,-34.79,10.68,115.82,0,30,-75.32,31,-81.34,60,-81.37,38,-81.44,47,-83.53,15,-84.38
27,5590.99,2000.00,30.00,2,45,0.95,LOS,82.64,0.17,-62.59,-34.80,10.66,115.82,0,30,-75.32,31,-81.34,60,-81.38,38,-81.44,47,-83.53,15,-84.38
28,5590.67,2000.00,30.00,2,45,0.95,LOS,82.65,0.17,-62.60,-34.82,10.64,115.82,0,30,-75.31,31,-81.34,60,-81.38,38,-81.43,47,-83.53,15,-84.38
29,5590.35,2000.00,30.00,2,45,0.95,LOS,82.67,0.17,-62.62,-34.84,10.62,115.82,0,30,-75.31,31,-81.34,60,-81.38,38,-81.43,47,-83.53,15,-84.38
30,5590.03,2000.00,30.00,2,45,0.94,LOS,82.69,0.17,-62.64,-34.86,10.60,115.82,0,30,-75.31,31,-81.33,60,-81.38,38,-81.43,47,-83.53,15,-84.37
31,5589.70,2000.00,30.00,2,45,0.94,LOS,82.71,0.17,-62.66,-34.88,10.58,115.82,0,30,-75.31,31,-81.33,60,-81.38,38,-81.42,47,-83.54,15,-84.37
32,5589.38,2000.00,30.00,2,45,0.94,LOS,82.73,0.17,-62.68,-34.90,10.56,115.82,0,30,-75.30,31,-81.33,60,-81.39,38,-81.42,47,-83.54,15,-84.37
33,5589.06,2000.00,30.00,2,45,0.94,LOS,82.75,0.17,-62.70,-34.91,10.54,115.82,0,30,-75.30,31,-81.33,60,-81.39,38,-81.42,47,-83.54,15,-84.37
34,5588.74,2000.00,30.00,2,45,0.94,LOS,82.76,0.17,-62.71,-34.93,10.52,115.82,0,30,-75.30,31,-81.33,60,-81.39,38,-81.41,47,-83.54,15,-84.37
35,5588.42,2000.00,30.00,2,45,0.94,LOS,82.78,0.17,-62.73,-34.95,10.50,115.82,0,30,-75.30,31,-81.33,60,-81.39,38,-81.41,47,-83.54,15,-84.37
36,5588.10,2000.00,30.00,2,45,0.94,LOS,82.80,0.17,-62.75,-34.97,10.48,115.82,0,30,-75.30,31,-81.33,60,-81.39,38,-81.40,47,-83.54,15,-84.37
37,5587.77,2000.00,30.00,2,45,0.94,LOS,82.82,0.17,-62.77,-34.99,10.46,115.82,0,30,-75.29,31,-81.32,60,-81.39,38,-81.40,47,-83.54,15,-84.37
38,5587.45,2000.00,30.00,2,45,0.94,LOS,82.84,0.17,-62.79,-35.01,10.44,115.82,0,30,-75.29,31,-81.32,60,-81.40,38,-81.40,47,-83.54,15,-84.37
39,5587.13,2000.00,30.00,2,45,0.94,LOS,82.86,0.17,-62.81,-35.02,10.42,115.82,0,30,-75.29,31,-81.32,38,-81.39,60,-81.40,47,-83.54,15,-84.36
40,5586.81,2000.00,30.00,2,45,0.94,LOS,82.87,0.17,-62.82,-35.04,10.40,115.82,0,30,-75.29,31,-81.32,38,-81.39,60,-81.40,47,-83.54,15,-84.36
41,5586.49,2000.00,30.00,2,45,0.94,LOS,82.89,0.17,-62.84,-35.06,10.38,115.82,0,30,-75.28,31,-81.32,38,-81.39,60,-81.40,47,-83.54,15,-84.36
42,5586.17,2000.00,30.00,2,45,0.94,LOS,82.91,0.17,-62.86,-35.08,10.36,115.82,0,30,-75.28,31,-81.32,38,-81.38,60,-81.40,47,-83.54,15,-84.36
43,5585.84,2000.00,30.00,2,45,0.94,LOS,82.93,0.17,-62.88,-35.10,10.34,115.82,0,30,-75.28,31,-81.31,38,-81.38,60,-81.41,47,-83.54,15,-84.36
44,5585.52,2000.00,30.00,2,45,0.94,LOS,82.95,0.17,-62.90,-35.12,10.32,115.82,0,30,-75.28,31,-81.31,38,-81.38,60,-81.41,47,-83.54,15,-84.36
45,5585.20,2000.00,30.00,2,45,0.94,LOS,82.96,0.17,-62.91,-35.13,10.30,115.82,0,30,-75.27,31,-81.31,38,-81.37,60,-81.41,47,-83.54,15,-84.36
46,5584.88,2000.00,30.00,2,45,0.94,LOS,82.98,0.17,-62.93,-35.15,10.28,115.82,0,30,-75.27,31,-81.31,38,-81.37,60,-81.41,47,-83.54,15,-84.36
47,5584.56,2000.00,30.00,2,45,0.94,LOS,83.00,0.17,-62.95,-35.17,10.26,115.82,0,30,-75.27,31,-81.31,38,-81.37,60,-81.41,47,-83.54,15,-84.36
48,5584.24,2000.00,30.00,2,45,0.94,LOS,83.02,0.17,-62.97,-35.19,10.24,115.82,0,30,-75.27,31,-81.31,38,-81.36,60,-81.41,47,-83.54,15,-84.35
49,5583.91,2000.00,30.00,2,45,0.94,LOS,83.04,0.17,-62.99,-35.20,10.22,115.82,0,30,-75.27,31,-81.30,38,-81.36,60,-81.42,47,-83.54,15,-84.35
50,5583.59,2000.00,30.00,2,45,0.94,LOS,83.05,0.17,-63.00,-35.22,10.21,115.82,0,30,-75.26,31,-81.30,38,-81.35,60,-81.42,47,-83.54,15,-84.35
51,5583.27,2000.00,30.00,2,45,0.94,LOS,83.07,0.17,-63.02,-35.24,10.19,115.82,0,30,-75.26,31,-81.30,38,-81.35,60,-81.42,47,-83.54,15,-84.35
52,5582.95,2000.00,30.00,2,45,0.94,LOS,83.09,0.17,-63.04,-35.26,10.17,115.82,0,30,-75.26,31,-81.30,38,-81.35,60,-81.42,47,-83.54,15,-84.35
53,5582.63,2000.00,30.00,2,45,0.94,LOS,83.11,0.17,-63.06,-35.28,10.15,115.82,0,30,-75.26,31,-81.30,38,-81.34,60,-81.42,47,-83.54,15,-84.35
54,5582.31,2000.00,30.00,2,45,0.94,LOS,83.13,0.17,-63.08,-35.29,10.13,115.82,0,30,-75.25,31,-81.30,38,-81.34,60,-81.43,47,-83.54,15,-84.35
55,5581.98,2000.00,30.00,2,45,0.94,LOS,83.14,0.17,-63.09,-35.31,10.11,115.82,0,30,-75.25,31,-81.29,38,-81.34,60,-81.43,47,-83.54,15,-84.35
56,5581.66,2000.00,30.00,2,45,0.94,LOS,83.16,0.17,-63.11,-35.33,10.09,115.82,0,30,-75.25,31,-81.29,38,-81.33,60,-81.43,47,-83.54,15,-84.35
57,5581.34,2000.00,30.00,2,45,0.94,LOS,83.18,0.17,-63.13,-35.35,10.07,115.82,0,30,-75.25,31,-81.29,38,-81.33,60,-81.43,47,-83.54,15,-84.34
58,5581.02,2000.00,30.00,2,45,0.94,LOS,83.20,0.17,-63.15,-35.36,10.05,115.82,0,30,-75.24,31,-81.29,38,-81.33,60,-81.43,47,-83.54,15,-84.34
59,5580.70,2000.00,30.00,2,45,0.94,LOS,83.21,0.17,-63.16,-35.38,10.03,115.82,0,30,-75.24,31,-81.29,38,-81.32,60,-81.44,47,-83.54,15,-84.34
60,5580.37,2000.00,30.00,2,45,0.94,LOS,83.23,0.17,-63.18,-35.40,10.01,115.82,0,30,-75.24,31,-81.29,38,-81.32,60,-81.44,47,-83.54,15,-84.34
61,5580.05,2000.00,30.00,2,45,0.94,LOS,83.25,0.17,-63.20,-35.42,9.99,115.82,0,30,-75.24,31,-81.28,38,-81.32,60,-81.44,47,-83.54,15,-84.34
62,5579.73,2000.00,30.00,2,45,0.94,LOS,83.27,0.17,-63.22,-35.43,9.97,115.82,0,30,-75.24,31,-81.28,38,-81.31,60,-81.44,47,-83.54,15,-84.34
63,5579.41,2000.00,30.00,2,45,0.94,LOS,83.28,0.17,-63.23,-35.45,9.96,115.82,0,30,-75.23,31,-81.28,38,-81.31,60,-81.44,47,-83.54,15,-84.34
64,5579.09,2000.00,30.00,2,45,0.94,LOS,83.30,0.17,-63.25,-35.47,9.94,115.82,0,30,-75.23,31,-81.28,38,-81.30,60,-81.44,47,-83.54,15,-84.34
65,5578.77,2000.00,30.00,2,45,0.94,LOS,83.32,0.17,-63.27,-35.49,9.92,115.82,0,30,-75.23,31,-81.28,38,-81.30,60,-81.45,47,-83.54,15,-84.34
